site_id	site_name	wildcard_sub_id	lpi_id	spi_id	circle_no	circle_radius	plot_sampled	sampled_area	inventory_year	consistent_id_standign	consistent_id_lying	other	geom	slope	topo	expo	elev_center	elev_range
06-009	Hasenblick	b	\N	71	1	17.84	Y	1000	2012	Y	Y	\N	POINT (4225124.701257233106497.79806345)	32	middle slope	NW	416.51999	\N
06-009	Hasenblick	b	\N	72	1	17.84	Y	1000	2012	Y	Y	\N	POINT (4225120.658370553106399.29362807)	11	upper slope	N	442.319	\N
06-009	Hasenblick	b	\N	73	1	17.84	Y	1000	2012	Y	Y	\N	POINT (4225132.025002913106310.93881033)	10	upper slope	E	440.60999	\N
06-009	Hasenblick	b	\N	74	1	17.84	Y	1000	2012	Y	Y	\N	POINT (4225416.117325633106296.30987807)	20	middle slope	NE	395.36099	\N
06-009	Hasenblick	b	\N	75	1	17.84	Y	1000	2012	Y	Y	\N	POINT (4225416.283169573106393.58737638)	33	middle slope	SE	386.289	\N
06-009	Hasenblick	b	\N	76	1	17.84	Y	1000	2012	Y	Y	\N	POINT (4225420.591999543106494.72843091)	20	upper slope	NE	376.78101	\N
06-009	Hasenblick	b	\N	77	1	17.84	Y	1000	2012	Y	Y	\N	POINT (4225323.711510343106499.6380139)	37	middle slope	NE	395.15701	\N
06-009	Hasenblick	b	\N	78	1	17.84	Y	500	2012	Y	Y	\N	POINT (4225325.533789823106596.64276939)	25	middle slope	NE	375.388	\N
06-009	Hasenblick	b	\N	79	1	17.84	Y	1000	2012	Y	Y	\N	POINT (4225323.154552853106394.94513145)	27	middle slope	SE	410.16599	\N
06-009	Hasenblick	b	\N	80	1	17.84	Y	1000	2012	Y	Y	\N	POINT (4225326.320901253106294.14156512)	20	middle slope	NE	401.77701	\N
06-009	Hasenblick	b	\N	81	1	17.84	Y	1000	2012	Y	Y	\N	POINT (4225513.386330383106300.8259245)	28	middle slope	NE	373.16901	\N
06-009	Hasenblick	b	\N	82	1	17.84	Y	1000	2012	Y	Y	\N	POINT (4225515.264633143106395.33965295)	16	lower slope	E	366.12299	\N
06-011	Hegbach	a	\N	4	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227422.324427442982836.15310691)	0	level	\N	145	\N
06-011	Hegbach	a	\N	5	1	17.84	Y	500	1988	\N	\N	\N	POINT (4227521.375723542982834.17546032)	0	level	\N	146	\N
06-011	Hegbach	a	\N	6	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227622.942230052982834.0333608)	6	middle slope	SE	146	\N
06-011	Hegbach	a	\N	20	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227523.969411212982933.81907856)	0	level	\N	149	\N
06-011	Hegbach	a	\N	21	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227624.907415272982933.05559889)	0	level	\N	149	\N
06-011	Hegbach	a	\N	22	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227725.207075322982931.68091089)	5	level	S	149	\N
06-011	Hegbach	a	\N	23	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227825.525238942982930.93600123)	0	level	N	149	\N
06-011	Hegbach	a	\N	24	1	17.84	Y	500	1988	\N	\N	\N	POINT (4227925.824921632982929.56138725)	0	level	\N	149	\N
06-011	Hegbach	a	\N	27	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227626.242748732983032.0964818)	5	level	S	152	\N
06-011	Hegbach	a	\N	28	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227727.170886782983031.3431747)	5	level	SE	152	\N
06-011	Hegbach	a	\N	29	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227827.480545922983029.96838676)	5	level	S	152	\N
06-011	Hegbach	a	\N	4	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227422.324427442982836.15310691)	0	level	\N	145	\N
06-011	Hegbach	a	\N	5	1	17.84	Y	500	2019	Y	Y	\N	POINT (4227521.375723542982834.17546032)	0	level	\N	146	\N
06-011	Hegbach	a	\N	6	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227622.942230052982834.0333608)	6	middle slope	SE	146	\N
06-011	Hegbach	a	\N	20	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227523.969411212982933.81907856)	0	level	\N	149	\N
06-011	Hegbach	a	\N	21	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227624.907415272982933.05559889)	0	level	\N	149	\N
06-011	Hegbach	a	\N	22	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227725.207075322982931.68091089)	5	level	S	149	\N
06-011	Hegbach	a	\N	23	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227825.525238942982930.93600123)	0	level	N	149	\N
06-011	Hegbach	a	\N	24	1	17.84	Y	500	2019	Y	Y	\N	POINT (4227925.824921632982929.56138725)	0	level	\N	149	\N
06-011	Hegbach	a	\N	27	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227626.242748732983032.0964818)	5	level	S	152	\N
06-011	Hegbach	a	\N	28	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227727.170886782983031.3431747)	5	level	SE	152	\N
06-011	Hegbach	a	\N	29	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227827.480545922983029.96838676)	5	level	S	152	\N
06-011	Hegbach	b	\N	1	1	10	Y	314	1988	\N	\N	\N	POINT (4227325.935513652983035.59266342)	6	level	\N	148	\N
06-011	Hegbach	b	\N	2	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227323.35179052982935.94889684)	0	level	\N	147	\N
06-011	Hegbach	b	\N	3	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227321.396433992982836.91652426)	5	level	\N	145	\N
06-011	Hegbach	b	\N	7	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227220.458452072982837.68011618)	10	crest	NW	144	\N
06-011	Hegbach	b	\N	8	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227120.777192662982839.66650839)	0	level	\N	142	\N
06-011	Hegbach	b	\N	13	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227223.042176242982937.32387019)	4	level	\N	145	\N
06-011	Hegbach	b	\N	14	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227122.1125762982938.70737938)	0	level	\N	142	\N
06-011	Hegbach	b	\N	19	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227424.289771732982935.18534268)	7	middle slope	S	148	\N
06-011	Hegbach	b	\N	25	1	10	Y	314	1988	\N	\N	\N	POINT (4227426.253485062983034.83760789)	0	level	\N	151	\N
06-011	Hegbach	b	\N	26	1	10	Y	314	1988	\N	\N	\N	POINT (4227525.32160722983034.10972032)	5	lower slope	S	152	\N
06-011	Hegbach	b	\N	30	1	10	Y	314	1988	\N	\N	\N	POINT (4227828.824223842983129.62916197)	0	level	\N	156	\N
06-011	Hegbach	b	\N	31	1	10	Y	314	1988	\N	\N	\N	POINT (4227728.522934662983131.62383048)	4	level	N	156	\N
06-011	Hegbach	b	\N	32	1	10	Y	314	1988	\N	\N	\N	POINT (4227628.206583772983131.75875753)	0	level	\N	156	\N
06-011	Hegbach	b	\N	33	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4227225.007556042983036.35611747)	6	level	SW	145	\N
06-011	Hegbach	b	\N	38	1	17.84	Y	500	1988	\N	\N	\N	POINT (4227120.055102572982739.37725318)	10	level	W	143	\N
06-011	Hegbach	b	\N	1	1	10	Y	314	2019	Y	Y	\N	POINT (4227325.935513652983035.59266342)	6	level	\N	148	\N
06-011	Hegbach	b	\N	2	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227323.35179052982935.94889684)	0	level	\N	147	\N
06-011	Hegbach	b	\N	3	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227321.396433992982836.91652426)	5	level	\N	145	\N
06-011	Hegbach	b	\N	7	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227220.458452072982837.68011618)	10	crest	NW	144	\N
06-011	Hegbach	b	\N	8	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227120.777192662982839.66650839)	0	level	\N	142	\N
06-011	Hegbach	b	\N	13	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227223.042176242982937.32387019)	4	level	\N	145	\N
06-011	Hegbach	b	\N	14	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227122.1125762982938.70737938)	0	level	\N	142	\N
06-011	Hegbach	b	\N	19	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227424.289771732982935.18534268)	7	middle slope	S	148	\N
06-011	Hegbach	b	\N	25	1	10	Y	314	2019	Y	Y	\N	POINT (4227426.253485062983034.83760789)	0	level	\N	151	\N
06-011	Hegbach	b	\N	26	1	10	Y	314	2019	Y	Y	\N	POINT (4227525.32160722983034.10972032)	5	lower slope	S	152	\N
06-011	Hegbach	b	\N	30	1	10	Y	314	2019	Y	Y	\N	POINT (4227828.824223842983129.62916197)	0	level	\N	156	\N
06-011	Hegbach	b	\N	31	1	10	Y	314	2019	Y	Y	\N	POINT (4227728.522934662983131.62383048)	4	level	N	156	\N
06-011	Hegbach	b	\N	32	1	10	Y	314	2019	Y	Y	\N	POINT (4227628.206583772983131.75875753)	0	level	\N	156	\N
06-011	Hegbach	b	\N	33	1	17.84	Y	1000	2019	Y	Y	\N	POINT (4227225.007556042983036.35611747)	6	level	SW	145	\N
06-011	Hegbach	b	\N	38	1	17.84	Y	500	2019	Y	Y	\N	POINT (4227120.055102572982739.37725318)	10	level	W	143	\N
03-003	Herrenholz	\N	1	\N	\N	\N	Y	9467	1974	\N	\N	\N	POINT (4211145.49681818 3300419.14979467)	0.7	level	NW	73	\N
03-003	Herrenholz	\N	1	\N	\N	\N	Y	9467	1991	Y	N	\N	POINT (4211145.49681818 3300419.14979467)	0.7	level	NW	73	\N
03-003	Herrenholz	\N	1	\N	\N	\N	Y	9467	2004	Y	Y	\N	POINT (4211145.49681818 3300419.14979467)	0.7	level	NW	73	\N
03-003	Herrenholz	\N	1	\N	\N	\N	Y	9467	2022	Y	Y	\N	POINT (4211145.49681818 3300419.14979467)	0.7	level	NW	73	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	b	\N	142	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237462.05706083094523.89068632)	26	lower slope	SW	333.74899	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	b	\N	142	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237462.05706083094523.89068632)	26	lower slope	SW	333.74899	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	1	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237426.008226263090993.0582621)	39	middle slope	S	352.81601	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	3	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237426.729487563091193.06667416)	10	plateau	SE	401.66	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	4	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237527.359772073091091.67888622)	31	middle slope	S	359.04199	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	6	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237531.080776063091291.64620936)	35	middle slope	NE	372.38101	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	8	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237527.911304963091499.70868835)	22	lower slope	E	341.78601	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	10	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237324.656689583090894.43765699)	33	middle slope	SE	341.18799	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	12	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237223.305162043090795.81707095)	30	middle slope	S	323.41599	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	13	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237528.651972243090892.64299675)	16	crest	S	318.92001	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	16	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237626.003873543090991.31842694)	26	middle slope	S	331.03601	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	19	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237727.382635493091091.9388914)	20	middle slope	SE	345.73599	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	21	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237628.765748673091194.29914965)	10	middle slope	NE	361.94601	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	23	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237828.775012073091193.55927994)	15	middle slope	SE	345.68701	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	37	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237429.450617023091393.04771066)	35	middle slope	NE	377.979	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	39	1	10	Y	314	1992	\N	\N	\N	POINT (4237126.130885023091298.19424676)	0	plateau	\N	404.707	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	41	1	10	Y	314	1992	\N	\N	\N	POINT (4237329.112570753091295.4132966)	8	upper slope	NE	404.38501	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	43	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237028.778976893091199.51887782)	10	upper slope	S	398.96399	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	48	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237127.422989883091099.15831858)	58	middle slope	SW	366.884	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	102	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237230.427538393094920.10099758)	17	upper slope	E	359.401	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	105	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237158.154741873094827.08242305)	18	upper slope	SE	370.09201	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	109	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237553.159188663094824.67075264)	10	lower slope	NE	343.595	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	111	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237055.830282043094730.47523573)	15	upper slope	E	374.72	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	113	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237255.825446963094728.73513672)	14	middle slope	N	349.42999	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	115	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237448.766850673094723.09137104)	4	middle slope	N	347.336	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	117	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237654.788751243094723.26901797)	10	upper slope	N	363.06201	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	119	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237857.8381813094725.48764405)	12	upper slope	E	347.85599	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	121	1	12.62	Y	500	1992	\N	\N	\N	POINT (4236753.456267923094631.60863169)	30	lower slope	N	354.41901	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	123	1	12.62	Y	500	1992	\N	\N	\N	POINT (4236939.194096553094611.06200893)	9	upper slope	W	377.52399	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	133	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237950.414189433094620.20963344)	10	upper slope	S	335.202	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	136	1	12.62	Y	500	1992	\N	\N	\N	POINT (4236841.746707253094505.38719554)	14	upper slope	NW	378.62701	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	146	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237852.116568583094525.54735459)	24	upper slope	SW	331.66501	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	150	1	12.62	Y	500	1992	\N	\N	\N	POINT (4236755.761044193094433.5585309)	10	upper slope	W	373.93201	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	157	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237548.688039893094422.69444697)	12	lower slope	S	321.98499	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	173	1	12.62	Y	500	1992	\N	\N	\N	POINT (4237938.00939663095031.41799757)	5	plateau	N	328.509	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	175	1	12.62	Y	500	1992	\N	\N	\N	POINT (4238032.639616923094930.11220868)	5	plateau	N	334.97699	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	1	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237426.008226263090993.0582621)	39	middle slope	S	352.81601	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	3	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237426.729487563091193.06667416)	10	plateau	SE	401.66	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	4	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237527.359772073091091.67888622)	31	middle slope	S	359.04199	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	6	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237531.080776063091291.64620936)	35	middle slope	NE	372.38101	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	8	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237527.911304963091499.70868835)	22	lower slope	E	341.78601	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	10	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237324.656689583090894.43765699)	33	middle slope	SE	341.18799	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	12	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237223.305162043090795.81707095)	30	middle slope	S	323.41599	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	13	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237528.651972243090892.64299675)	16	crest	S	318.92001	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	16	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237626.003873543090991.31842694)	26	middle slope	S	331.03601	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	19	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237727.382635493091091.9388914)	20	middle slope	SE	345.73599	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	21	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237628.765748673091194.29914965)	10	middle slope	NE	361.94601	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	23	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237828.775012073091193.55927994)	15	middle slope	SE	345.68701	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	37	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237429.450617023091393.04771066)	35	middle slope	NE	377.979	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	39	1	10	Y	314	2016	Y	Y	\N	POINT (4237126.130885023091298.19424676)	0	plateau	\N	404.707	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	41	1	10	Y	314	2016	Y	Y	\N	POINT (4237329.112570753091295.4132966)	8	upper slope	NE	404.38501	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	43	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237028.778976893091199.51887782)	10	upper slope	S	398.96399	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	48	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237127.422989883091099.15831858)	58	middle slope	SW	366.884	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	102	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237230.427538393094920.10099758)	17	upper slope	E	359.401	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	105	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237158.154741873094827.08242305)	18	upper slope	SE	370.09201	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	109	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237553.159188663094824.67075264)	10	lower slope	NE	343.595	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	111	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237055.830282043094730.47523573)	15	upper slope	E	374.72	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	113	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237255.825446963094728.73513672)	14	middle slope	N	349.42999	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	115	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237448.766850673094723.09137104)	4	middle slope	N	347.336	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	117	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237654.788751243094723.26901797)	10	upper slope	N	363.06201	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	119	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237857.8381813094725.48764405)	12	upper slope	E	347.85599	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	121	1	12.62	Y	500	2016	Y	Y	\N	POINT (4236753.456267923094631.60863169)	30	lower slope	N	354.41901	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	123	1	12.62	Y	500	2016	Y	Y	\N	POINT (4236939.194096553094611.06200893)	9	upper slope	W	377.52399	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	133	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237950.414189433094620.20963344)	10	upper slope	S	335.202	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	136	1	12.62	Y	500	2016	Y	Y	\N	POINT (4236841.746707253094505.38719554)	14	upper slope	NW	378.62701	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	146	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237852.116568583094525.54735459)	24	upper slope	SW	331.66501	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	150	1	12.62	Y	500	2016	Y	Y	\N	POINT (4236755.761044193094433.5585309)	10	upper slope	W	373.93201	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	157	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237548.688039893094422.69444697)	12	lower slope	S	321.98499	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	173	1	12.62	Y	500	2016	Y	Y	\N	POINT (4237938.00939663095031.41799757)	5	plateau	N	328.509	\N
06-023	Hohehardt und Geiershoeh/Rothebuche	c	\N	175	1	12.62	Y	500	2016	Y	Y	\N	POINT (4238032.639616923094930.11220868)	5	plateau	N	334.97699	\N
06-008	Hohestein	a	\N	17	1	10	Y	157	1988	\N	\N	\N	POINT (4324571.09181033126446.79124014)	10	level	SE	519.66101	\N
06-008	Hohestein	a	\N	18	1	10	Y	314	1988	\N	\N	\N	POINT (4324571.788638743126549.34404837)	10	level	SE	525.61401	\N
06-008	Hohestein	a	\N	19	1	17.84	Y	500	1988	\N	\N	\N	POINT (4324573.866346873126650.48802409)	7	level	E	531.08398	\N
06-008	Hohestein	a	\N	24	1	10	Y	157	1988	\N	\N	\N	POINT (4324472.028084033126347.66802048)	16	plateau	E	515.85199	\N
06-008	Hohestein	a	\N	25	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4324473.40586443126448.82153831)	12	middle slope	SE	528.10303	\N
06-008	Hohestein	a	\N	26	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4324474.103161883126550.67434222)	10	middle slope	E	534.98798	\N
06-008	Hohestein	a	\N	27	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4324475.480977753126651.82786681)	8	middle slope	SE	539.21198	\N
06-008	Hohestein	a	\N	31	1	10	Y	314	1988	\N	\N	\N	POINT (4324374.342582793126348.99828917)	14	plateau	SE	521.41998	\N
06-008	Hohestein	a	\N	32	1	10	Y	314	1988	\N	\N	\N	POINT (4324375.001540773126448.77158192)	10	middle slope	E	534.78802	\N
06-008	Hohestein	a	\N	33	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4324375.708374653126551.32428969)	8	middle slope	E	542.21399	\N
06-008	Hohestein	a	\N	35	1	17.84	Y	500	1988	\N	\N	\N	POINT (4324377.774133483126753.6407728)	8	middle slope	SE	549.87598	\N
06-008	Hohestein	a	\N	36	1	10	Y	314	1988	\N	\N	\N	POINT (4324275.947635063126349.6382129)	18	level	SE	529.85901	\N
06-008	Hohestein	a	\N	37	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4324276.61612943126450.11140926)	12	middle slope	SE	540.93298	\N
06-008	Hohestein	a	\N	38	1	10	Y	314	1988	\N	\N	\N	POINT (4324278.012864573126552.65473965)	10	middle slope	E	548.93402	\N
06-008	Hohestein	a	\N	39	1	10	Y	314	1988	\N	\N	\N	POINT (4324279.381154233126653.10841302)	6	plateau	E	552.10602	\N
06-008	Hohestein	a	\N	40	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4324176.165636043126248.4446899)	24	level	S	520.51599	\N
06-008	Hohestein	a	\N	41	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4324177.562202743126350.97803286)	18	middle slope	SE	537.48602	\N
06-008	Hohestein	a	\N	42	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4324178.939993833126452.13160331)	12	middle slope	SE	548.091	\N
06-008	Hohestein	a	\N	43	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4324179.627904723126553.29457242)	10	middle slope	E	556.51599	\N
06-008	Hohestein	a	\N	45	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4324079.15795943126350.93808689)	18	middle slope	SE	541.76398	\N
06-008	Hohestein	a	\N	46	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4324079.845855863126452.10107015)	10	middle slope	SE	554.61603	\N
06-008	Hohestein	a	\N	47	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4323982.830655253126452.7222505)	15	middle slope	S	559.45697	\N
06-008	Hohestein	a	\N	17	1	10	Y	157	2007	Y	Y	\N	POINT (4324571.09181033126446.79124014)	10	level	SE	519.66101	\N
06-008	Hohestein	a	\N	18	1	10	Y	314	2007	Y	Y	\N	POINT (4324571.788638743126549.34404837)	10	level	SE	525.61401	\N
06-008	Hohestein	a	\N	19	1	17.84	Y	500	2007	Y	Y	\N	POINT (4324573.866346873126650.48802409)	7	level	E	531.08398	\N
06-008	Hohestein	a	\N	24	1	10	Y	157	2007	Y	Y	\N	POINT (4324472.028084033126347.66802048)	16	plateau	E	515.85199	\N
06-008	Hohestein	a	\N	25	1	17.84	Y	1000	2007	Y	Y	\N	POINT (4324473.40586443126448.82153831)	12	middle slope	SE	528.10303	\N
06-008	Hohestein	a	\N	26	1	17.84	Y	1000	2007	Y	Y	\N	POINT (4324474.103161883126550.67434222)	10	middle slope	E	534.98798	\N
06-008	Hohestein	a	\N	27	1	17.84	Y	1000	2007	Y	Y	\N	POINT (4324475.480977753126651.82786681)	8	middle slope	SE	539.21198	\N
06-008	Hohestein	a	\N	31	1	10	Y	314	2007	Y	Y	\N	POINT (4324374.342582793126348.99828917)	14	plateau	SE	521.41998	\N
06-008	Hohestein	a	\N	32	1	10	Y	314	2007	Y	Y	\N	POINT (4324375.001540773126448.77158192)	10	middle slope	E	534.78802	\N
06-008	Hohestein	a	\N	33	1	17.84	Y	1000	2007	Y	Y	\N	POINT (4324375.708374653126551.32428969)	8	middle slope	E	542.21399	\N
06-008	Hohestein	a	\N	35	1	17.84	Y	500	2007	Y	Y	\N	POINT (4324377.774133483126753.6407728)	8	middle slope	SE	549.87598	\N
